ID,Genus,Division,Percent,Adjusted,Adjusted,log.per,sqrt.per,N15,Adjusted,sqrt.n15,log.n15,Exact_Depth,Depth,Zone,Site,Location,Region
HK 18,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,2.9,5.4,2.323790008,0.73239376,18,20-Nov,Shallow,Maui,o,MHI
HK 11,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3,5.5,2.34520788,0.740362689,18,20-Nov,Shallow,Maui,o,MHI
HK 16,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3,5.5,2.34520788,0.740362689,18,20-Nov,Shallow,Maui,o,MHI
K220-2,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.2,5.7,2.387467277,0.755874856,20,20-Nov,Shallow,Maui,o,MHI
HK 65,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.2,5.7,2.387467277,0.755874856,14,20-Nov,Shallow,Maui,o,MHI
Ha30-8,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.7,6.2,2.48997992,0.792391689,9,10-Jan,Shallow,Maui,o,MHI
P10-G,H. kanaloana,Chlorophyta,2.1,0.021,0.022,-1.657577319,0.14832397,3.9,6.4,2.529822128,0.806179974,10,10-Jan,Shallow,Maui,o,MHI
HK L-2,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,1.6,4.1,2.024845673,0.612783857,20,20-Nov,Shallow,Maui,o,MHI
HK K 30-3,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,1.8,4.3,2.073644135,0.633468456,30,21-30,Shallow,Maui,o,MHI
K230-4,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.1,4.6,2.144761059,0.662757832,30,21-30,Shallow,Maui,o,MHI
HK 20-4,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.2,4.7,2.167948339,0.672097858,20,20-Nov,Shallow,Maui,o,MHI
HK P-1,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.2,4.7,2.167948339,0.672097858,20,20-Nov,Shallow,Maui,o,MHI
HK 30-3,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.2,4.7,2.167948339,0.672097858,30,21-30,Shallow,Maui,o,MHI
Ha60-7,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.3,4.8,2.19089023,0.681241237,18,20-Nov,Shallow,Maui,o,MHI
Hono-7,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.6,5.1,2.258317958,0.707570176,18,20-Nov,Shallow,Maui,o,MHI
HK 38,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.8,5.3,2.302172887,0.72427587,27,21-30,Shallow,Maui,o,MHI
HK 70,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,2.9,5.4,2.323790008,0.73239376,6,10-Jan,Shallow,Maui,o,MHI
K220-1,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,3.1,5.6,2.366431913,0.748188027,20,20-Nov,Shallow,Maui,o,MHI
HK 15,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,3.2,5.7,2.387467277,0.755874856,18,20-Nov,Shallow,Maui,o,MHI
P10-D,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,3.3,5.8,2.408318916,0.763427994,10,10-Jan,Shallow,Maui,o,MHI
P10-B,H. kanaloana,Chlorophyta,2.2,0.022,0.023,-1.638272164,0.151657509,3.6,6.1,2.469817807,0.785329835,10,10-Jan,Shallow,Maui,o,MHI
HK M-2,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,0.4,2.9,1.702938637,0.462397998,20,20-Nov,Shallow,Maui,o,MHI
HK 34,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,1.9,4.4,2.097617696,0.643452676,27,21-30,Shallow,Maui,o,MHI
HK 35,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,1.9,4.4,2.097617696,0.643452676,27,21-30,Shallow,Maui,o,MHI
P20-A,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
HK90-5,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,2.3,4.8,2.19089023,0.681241237,27,21-30,Shallow,Maui,o,MHI
Ha90-10,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,2.7,5.2,2.28035085,0.716003344,27,21-30,Shallow,Maui,o,MHI
HK30-3,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,2.8,5.3,2.302172887,0.72427587,9,10-Jan,Shallow,Maui,o,MHI
HK 10-4,H. kanaloana,Chlorophyta,2.3,0.023,0.024,-1.619788758,0.154919334,3.2,5.7,2.387467277,0.755874856,10,10-Jan,Shallow,Maui,o,MHI
HK M-4,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1.7,4.2,2.049390153,0.62324929,20,20-Nov,Shallow,Maui,o,MHI
HK 30-5,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,1.9,4.4,2.097617696,0.643452676,30,21-30,Shallow,Maui,o,MHI
HK 8,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2,4.5,2.121320344,0.653212514,18,20-Nov,Shallow,Maui,o,MHI
HK 30-4,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2,4.5,2.121320344,0.653212514,30,21-30,Shallow,Maui,o,MHI
P10-E,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2.6,5.1,2.258317958,0.707570176,10,10-Jan,Shallow,Maui,o,MHI
Ha30-9,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2.7,5.2,2.28035085,0.716003344,9,10-Jan,Shallow,Maui,o,MHI
HK 30-1,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2.7,5.2,2.28035085,0.716003344,30,21-30,Shallow,Maui,o,MHI
K210-2,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2.8,5.3,2.302172887,0.72427587,10,10-Jan,Shallow,Maui,o,MHI
HK 1,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,2.9,5.4,2.323790008,0.73239376,18,20-Nov,Shallow,Maui,o,MHI
HK30-2,H. kanaloana,Chlorophyta,2.4,0.024,0.025,-1.602059991,0.158113883,3.6,6.1,2.469817807,0.785329835,9,10-Jan,Shallow,Maui,o,MHI
HK 33,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,0.2,2.7,1.643167673,0.431363764,27,21-30,Shallow,Maui,o,MHI
HK 52,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,1.4,3.9,1.974841766,0.591064607,14,20-Nov,Shallow,Maui,o,MHI
HK K 20-3,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,1.5,4,2,0.602059991,20,20-Nov,Shallow,Maui,o,MHI
K20-E,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,1.7,4.2,2.049390153,0.62324929,20,20-Nov,Shallow,Maui,o,MHI
HK 10-2,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,1.9,4.4,2.097617696,0.643452676,10,10-Jan,Shallow,Maui,o,MHI
HK 40,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,2,4.5,2.121320344,0.653212514,14,20-Nov,Shallow,Maui,o,MHI
HK90-3,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,2,4.5,2.121320344,0.653212514,27,21-30,Shallow,Maui,o,MHI
HK90-1,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,2.3,4.8,2.19089023,0.681241237,27,21-30,Shallow,Maui,o,MHI
Hono-8,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,3.1,5.6,2.366431913,0.748188027,18,20-Nov,Shallow,Maui,o,MHI
ML4,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,3.2,5.7,2.387467277,0.755874856,11,20-Nov,Shallow,Maui,o,MHI
P1D,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,3.6,6.1,2.469817807,0.785329835,1,10-Jan,Shallow,Maui,o,MHI
Ha60-10,H. kanaloana,Chlorophyta,2.5,0.025,0.026,-1.585026652,0.161245155,4.3,6.8,2.607680962,0.832508913,18,20-Nov,Shallow,Maui,o,MHI
HK 10-5,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,1.1,3.6,1.897366596,0.556302501,10,10-Jan,Shallow,Maui,o,MHI
K220-3,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,1.1,3.6,1.897366596,0.556302501,20,20-Nov,Shallow,Maui,o,MHI
HK 3,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,2.1,4.6,2.144761059,0.662757832,18,20-Nov,Shallow,Maui,o,MHI
HK 10,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,2.1,4.6,2.144761059,0.662757832,18,20-Nov,Shallow,Maui,o,MHI
HK 30-2,H. kanaloana,Chlorophyta,2.6,0.026,0.027,-1.568636236,0.164316767,2.5,5,2.236067977,0.698970004,30,21-30,Shallow,Maui,o,MHI
HK 32,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,-1.1,1.4,1.183215957,0.146128036,27,21-30,Shallow,Maui,o,MHI
HK 10-3,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,0.5,3,1.732050808,0.477121255,10,10-Jan,Shallow,Maui,o,MHI
HK60-2,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2,4.5,2.121320344,0.653212514,18,20-Nov,Shallow,Maui,o,MHI
HK 43,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2,4.5,2.121320344,0.653212514,14,20-Nov,Shallow,Maui,o,MHI
K220-4,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2.1,4.6,2.144761059,0.662757832,20,20-Nov,Shallow,Maui,o,MHI
Ha60-6,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2.3,4.8,2.19089023,0.681241237,18,20-Nov,Shallow,Maui,o,MHI
HK 73,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2.4,4.9,2.213594362,0.69019608,14,20-Nov,Shallow,Maui,o,MHI
K30-K,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,2.9,5.4,2.323790008,0.73239376,30,21-30,Shallow,Maui,o,MHI
P20-D,H. kanaloana,Chlorophyta,2.7,0.027,0.028,-1.552841969,0.167332005,3.3,5.8,2.408318916,0.763427994,20,20-Nov,Shallow,Maui,o,MHI
Ha60-9,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,-2.4,0.1,0.316227766,-1,18,20-Nov,Shallow,Maui,o,MHI
HK 26,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,-1.5,1,1,0,27,21-30,Shallow,Maui,o,MHI
HK 64,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,1.6,4.1,2.024845673,0.612783857,14,20-Nov,Shallow,Maui,o,MHI
Ha60-8,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,1.8,4.3,2.073644135,0.633468456,18,20-Nov,Shallow,Maui,o,MHI
HK60-3,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2,4.5,2.121320344,0.653212514,18,20-Nov,Shallow,Maui,o,MHI
HK 61,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2.1,4.6,2.144761059,0.662757832,14,20-Nov,Shallow,Maui,o,MHI
HK 57,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2.1,4.6,2.144761059,0.662757832,14,20-Nov,Shallow,Maui,o,MHI
HK 20-1,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2.2,4.7,2.167948339,0.672097858,20,20-Nov,Shallow,Maui,o,MHI
K30-A,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2.6,5.1,2.258317958,0.707570176,30,21-30,Shallow,Maui,o,MHI
HK90-2,H. kanaloana,Chlorophyta,2.8,0.028,0.029,-1.537602002,0.170293864,2.6,5.1,2.258317958,0.707570176,27,21-30,Shallow,Maui,o,MHI
HK 66,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,0.5,3,1.732050808,0.477121255,14,20-Nov,Shallow,Maui,o,MHI
HK 45,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,0.6,3.1,1.760681686,0.491361694,14,20-Nov,Shallow,Maui,o,MHI
HK 48,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,1.7,4.2,2.049390153,0.62324929,14,20-Nov,Shallow,Maui,o,MHI
HK P-3,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,1.8,4.3,2.073644135,0.633468456,20,20-Nov,Shallow,Maui,o,MHI
HK P-2,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,1.8,4.3,2.073644135,0.633468456,20,20-Nov,Shallow,Maui,o,MHI
K20-B,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
HK 17,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,2.3,4.8,2.19089023,0.681241237,18,20-Nov,Shallow,Maui,o,MHI
K30-H,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,2.4,4.9,2.213594362,0.69019608,30,21-30,Shallow,Maui,o,MHI
HK90-4,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,2.4,4.9,2.213594362,0.69019608,27,21-30,Shallow,Maui,o,MHI
HK 72,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,3.4,5.9,2.42899156,0.770852012,6,10-Jan,Shallow,Maui,o,MHI
K30-I,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,3.4,5.9,2.42899156,0.770852012,30,21-30,Shallow,Maui,o,MHI
ML3,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,3.6,6.1,2.469817807,0.785329835,11,20-Nov,Shallow,Maui,o,MHI
HK30-1,H. kanaloana,Chlorophyta,2.9,0.029,0.03,-1.522878745,0.173205081,5.2,7.7,2.774887385,0.886490725,9,10-Jan,Shallow,Maui,o,MHI
HK 63,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,1.1,3.6,1.897366596,0.556302501,14,20-Nov,Shallow,Maui,o,MHI
HK 58,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,1.6,4.1,2.024845673,0.612783857,14,20-Nov,Shallow,Maui,o,MHI
HK 44,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,2,4.5,2.121320344,0.653212514,14,20-Nov,Shallow,Maui,o,MHI
HK 20,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,2.2,4.7,2.167948339,0.672097858,18,20-Nov,Shallow,Maui,o,MHI
HK 30,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,2.2,4.7,2.167948339,0.672097858,27,21-30,Shallow,Maui,o,MHI
K30-D,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,2.9,5.4,2.323790008,0.73239376,30,21-30,Shallow,Maui,o,MHI
Ha30-7,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,3,5.5,2.34520788,0.740362689,9,10-Jan,Shallow,Maui,o,MHI
K30-C,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,3,5.5,2.34520788,0.740362689,30,21-30,Shallow,Maui,o,MHI
HK 20-3,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,3.3,5.8,2.408318916,0.763427994,20,20-Nov,Shallow,Maui,o,MHI
P1C,H. kanaloana,Chlorophyta,3,0.03,0.031,-1.508638306,0.176068169,4.6,7.1,2.664582519,0.851258349,1,10-Jan,Shallow,Maui,o,MHI
HK 14,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,-0.8,1.7,1.303840481,0.230448921,18,20-Nov,Shallow,Maui,o,MHI
HK 59,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,0.4,2.9,1.702938637,0.462397998,14,20-Nov,Shallow,Maui,o,MHI
HK 47,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,1.1,3.6,1.897366596,0.556302501,14,20-Nov,Shallow,Maui,o,MHI
HK K 10-1,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,2.2,4.7,2.167948339,0.672097858,10,10-Jan,Shallow,Maui,o,MHI
HK60-1,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,2.3,4.8,2.19089023,0.681241237,18,20-Nov,Shallow,Maui,o,MHI
K30-B,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,2.6,5.1,2.258317958,0.707570176,30,21-30,Shallow,Maui,o,MHI
HK 74,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,2.9,5.4,2.323790008,0.73239376,14,20-Nov,Shallow,Maui,o,MHI
Ha30-6,H. kanaloana,Chlorophyta,3.1,0.031,0.032,-1.494850022,0.178885438,3.3,5.8,2.408318916,0.763427994,9,10-Jan,Shallow,Maui,o,MHI
K20-C,H. kanaloana,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
HK 54,H. kanaloana,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,2.1,4.6,2.144761059,0.662757832,14,20-Nov,Shallow,Maui,o,MHI
P20-E,H. kanaloana,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,2.3,4.8,2.19089023,0.681241237,20,20-Nov,Shallow,Maui,o,MHI
P10-A,H. kanaloana,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,2.9,5.4,2.323790008,0.73239376,10,10-Jan,Shallow,Maui,o,MHI
Hono-3,H. kanaloana,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,3.6,6.1,2.469817807,0.785329835,9,10-Jan,Shallow,Maui,o,MHI
HK 71,H. kanaloana,Chlorophyta,3.2,0.032,0.033,-1.48148606,0.181659021,4.6,7.1,2.664582519,0.851258349,6,10-Jan,Shallow,Maui,o,MHI
HK 42,H. kanaloana,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,-0.4,2.1,1.449137675,0.322219295,14,20-Nov,Shallow,Maui,o,MHI
HK 39+69,H. kanaloana,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,1,3.5,1.870828693,0.544068044,2,10-Jan,Shallow,Maui,o,MHI
HK 19,H. kanaloana,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,1.6,4.1,2.024845673,0.612783857,18,20-Nov,Shallow,Maui,o,MHI
HK 12,H. kanaloana,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,2.2,4.7,2.167948339,0.672097858,18,20-Nov,Shallow,Maui,o,MHI
K20-I,H. kanaloana,Chlorophyta,3.3,0.033,0.034,-1.468521083,0.184390889,2.9,5.4,2.323790008,0.73239376,20,20-Nov,Shallow,Maui,o,MHI
HK 51,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,0.3,2.8,1.673320053,0.447158031,14,20-Nov,Shallow,Maui,o,MHI
HK 27,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,0.5,3,1.732050808,0.477121255,27,21-30,Shallow,Maui,o,MHI
P10-C,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,1.4,3.9,1.974841766,0.591064607,10,10-Jan,Shallow,Maui,o,MHI
HK P-4,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,2,4.5,2.121320344,0.653212514,20,20-Nov,Shallow,Maui,o,MHI
HK 68,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,2.2,4.7,2.167948339,0.672097858,2,10-Jan,Shallow,Maui,o,MHI
HK 75,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,2.3,4.8,2.19089023,0.681241237,14,20-Nov,Shallow,Maui,o,MHI
K30-E,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,2.3,4.8,2.19089023,0.681241237,30,21-30,Shallow,Maui,o,MHI
Ha30-10,H. kanaloana,Chlorophyta,3.4,0.034,0.035,-1.455931956,0.187082869,2.4,4.9,2.213594362,0.69019608,9,10-Jan,Shallow,Maui,o,MHI
HK 67,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,0.4,2.9,1.702938637,0.462397998,2,10-Jan,Shallow,Maui,o,MHI
HK 53,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,1.8,4.3,2.073644135,0.633468456,14,20-Nov,Shallow,Maui,o,MHI
HK 56,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,1.8,4.3,2.073644135,0.633468456,14,20-Nov,Shallow,Maui,o,MHI
HK 62,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,1.8,4.3,2.073644135,0.633468456,14,20-Nov,Shallow,Maui,o,MHI
K30-L,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,2.3,4.8,2.19089023,0.681241237,30,21-30,Shallow,Maui,o,MHI
HK L-5,H. kanaloana,Chlorophyta,3.5,0.035,0.036,-1.443697499,0.18973666,3.4,5.9,2.42899156,0.770852012,20,20-Nov,Shallow,Maui,o,MHI
Hono-6,H. kanaloana,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,-1.1,1.4,1.183215957,0.146128036,18,20-Nov,Shallow,Maui,o,MHI
HK 13,H. kanaloana,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,1.6,4.1,2.024845673,0.612783857,18,20-Nov,Shallow,Maui,o,MHI
HK K 20-1,H. kanaloana,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,1.8,4.3,2.073644135,0.633468456,20,20-Nov,Shallow,Maui,o,MHI
P20-B,H. kanaloana,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,2.6,5.1,2.258317958,0.707570176,20,20-Nov,Shallow,Maui,o,MHI
HK30-5,H. kanaloana,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,3.1,5.6,2.366431913,0.748188027,9,10-Jan,Shallow,Maui,o,MHI
P1A,H. kanaloana,Chlorophyta,3.6,0.036,0.037,-1.431798276,0.192353841,3.8,6.3,2.50998008,0.799340549,1,10-Jan,Shallow,Maui,o,MHI
HK 60,H. kanaloana,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,2.2,4.7,2.167948339,0.672097858,14,20-Nov,Shallow,Maui,o,MHI
HK K 10-4,H. kanaloana,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,3.1,5.6,2.366431913,0.748188027,10,10-Jan,Shallow,Maui,o,MHI
HK K 10-5,H. kanaloana,Chlorophyta,3.7,0.037,0.038,-1.420216403,0.194935887,3.2,5.7,2.387467277,0.755874856,10,10-Jan,Shallow,Maui,o,MHI
K210-3,H. kanaloana,Chlorophyta,3.8,0.038,0.039,-1.408935393,0.197484177,2.8,5.3,2.302172887,0.72427587,10,10-Jan,Shallow,Maui,o,MHI
P1F,H. kanaloana,Chlorophyta,3.9,0.039,0.04,-1.397940009,0.2,3,5.5,2.34520788,0.740362689,1,10-Jan,Shallow,Maui,o,MHI
HK 2,H. kanaloana,Chlorophyta,4,0.04,0.041,-1.387216143,0.202484567,1.9,4.4,2.097617696,0.643452676,18,20-Nov,Shallow,Maui,o,MHI
Hono-9,H. kanaloana,Chlorophyta,4,0.04,0.041,-1.387216143,0.202484567,2.7,5.2,2.28035085,0.716003344,18,20-Nov,Shallow,Maui,o,MHI
HK K 10-2,H. kanaloana,Chlorophyta,4,0.04,0.041,-1.387216143,0.202484567,3,5.5,2.34520788,0.740362689,10,10-Jan,Shallow,Maui,o,MHI
HK 46,H. kanaloana,Chlorophyta,4.1,0.041,0.042,-1.37675071,0.204939015,1.6,4.1,2.024845673,0.612783857,14,20-Nov,Shallow,Maui,o,MHI
HK K 10-3,H. kanaloana,Chlorophyta,4.1,0.041,0.042,-1.37675071,0.204939015,3.5,6,2.449489743,0.77815125,10,10-Jan,Shallow,Maui,o,MHI
HK L-1,H. kanaloana,Chlorophyta,4.2,0.042,0.043,-1.366531544,0.207364414,1.4,3.9,1.974841766,0.591064607,20,20-Nov,Shallow,Maui,o,MHI
K20-D,H. kanaloana,Chlorophyta,4.6,0.046,0.047,-1.327902142,0.216794834,-0.3,2.2,1.483239697,0.342422681,20,20-Nov,Shallow,Maui,o,MHI
P1B,H. kanaloana,Chlorophyta,4.6,0.046,0.047,-1.327902142,0.216794834,5.2,7.7,2.774887385,0.886490725,1,10-Jan,Shallow,Maui,o,MHI
HK 55,H. kanaloana,Chlorophyta,5.2,0.052,0.053,-1.27572413,0.230217289,1.8,4.3,2.073644135,0.633468456,14,20-Nov,Shallow,Maui,o,MHI
P5-736 51,Ulva/Umbraulva,Chlorophyta,0.5,0.005,0.006,-2.22184875,0.077459667,5.9,8.4,2.898275349,0.924279286,87,81-90,Mesophotic,Maui,o,MHI
P5-736 53,Ulva/Umbraulva,Chlorophyta,0.7,0.007,0.008,-2.096910013,0.089442719,4.9,7.4,2.720294102,0.86923172,85,81-90,Mesophotic,Maui,o,MHI
P4-190 UV3-1,Ulva/Umbraulva,Chlorophyta,0.9,0.009,0.01,-2,0.1,4.7,7.2,2.683281573,0.857332496,71,71-80,Mesophotic,Maui,o,MHI
P4-190 UV3-2,Ulva/Umbraulva,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,4.6,7.1,2.664582519,0.851258349,71,71-80,Mesophotic,Maui,o,MHI
P4-190 UV3-3,Ulva/Umbraulva,Chlorophyta,1,0.01,0.011,-1.958607315,0.104880885,4.9,7.4,2.720294102,0.86923172,71,71-80,Mesophotic,Maui,o,MHI
